Post Title,Sq ft,Bedroom,Bathroom,Balcony,Parking,Lift,Rent Floor,Total Number of Floor,Price,Service Charge,Build Year,Area,Extra Aminities, Generator,Property Type,Interior,Building Regiration Type,Road In Front of House,Gas,Servant Room,Facing,Tiles,Drawing Room,Dinning Room
InNORTH Metropolis 6B,3000,3,4,3,2,3,6,17,320000,24000,2024,"Road: 94, Gulshan,Dhaka 1212","GYM, Swimming Pool, AC",NA,Luxury Apartment,Semi-Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
SOUTH Breeze Ripple,3660,4,4,3,2,3,8,13,330000,0,2025,"Road: 52, Gulshan,Dhaka 1212","GYM, Swimming Pool, AC, 24 Hours Security Service.",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Asset An NAor,3145,4,4,3,2,2,1,15,250000,20000,2024,"Road: 126, Gulshan,Dhaka 1212",24 Hours Security Service.,NA,Residential Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA Shangshaptak 2B,3905,3,4,3,2,2,2,11,330000,20000,2024,"Road: 68, Gulshan,Dhaka 1212","GYM, Swimming",NA,Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Shanta Aura 11B,3350,3,4,3,2,4,11,13,350000,0,2025,"Road: 81, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Simpletree Mahbub Plus,5700,4,5,3,3,4,5,12,600000,0,2024,"Road: NORTH Gulshan Avenue,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Luxury Apartment,Un-Furnished,Residential,50,L.P.G,YES,EAST,YES,YES,YES
Shanta Zen,3000,3,4,3,2,2,2,18,250000,0,2025,"Road: 136, Gulshan,Dhaka 1212","GYM, 24 Hours Security Service.",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Shanta Sanctum 5A,4000,4,5,4,2,2,5,13,400000,30000,2024,"Road: 83, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
SOUTH Breeze Haques La,3720,4,4,4,2,2,4,12,400000,30000,2022,"Road: 35, Gulshan,Dhaka 1212","GYM, Swimming",NA,Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
InNORTH Trinity,4758,4,5,3,2,2,2,9,550000,42000,2024,"Road: 66, Gulshan,Dhaka 1212","Swimming Pool,24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
SOUTH Breeze Supreme 7A,4000,4,5,4,2,2,7,11,400000,0,2024,"Road: 62, Gulshan,Dhaka 1212","GYM, Swimming Pool,24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Shanta Luxe 8A,4650,4,4,4,2,2,8,15,370000,0,2023,"Road: 50, Gulshan,Dhaka 1212","GYM, Swimming Pool,24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Shanta Eyrie,4500,3,4,3,2,2,4,11,420000,0,2024,"Road: 52, Gulshan,Dhaka 1212",GYM,NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Bay Villa Laila 10A,6800,4,5,3,3,2,10,13,470000,40000,2019,"Road: 42, Gulshan,Dhaka 1212","GYM,Swimming Pool",NA,Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Shanta NORTHern Light,6000,4,5,4,3,2,9,11,650000,50000,2020,"Road: 70, Gulshan,Dhaka 1212","GYM, Swimming Pool,24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
"SOUTH Breeze Supreme 11 , 12 Duplex",7750,5,6,6,4,2,"11 , 12",13,800000,50000,2024,"Road: 58, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
MF Luxury House,3600,4,5,4,2,2,6,10,250000,20000,2018,"Road: 26, Gulshan,Dhaka 1212","GYM, Swimming Pool,24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Alo,7500,6,7,7,3,2,6,9,600000,40000,2020,"Road: 108, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
BTI ree,7000,5,6,4,3,2,13,15,750000,50000,2024,"Road: 48, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
SOUTH Breeze Supreme 10A,4200,4,5,3,2,2,10,11,400000,30000,2024,"Road: 58, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
InNORTH Number 20,4850,4,4,4,2,2,3,10,400000,40000,2021,"Road: 55, Gulshan,Dhaka 1212","GYM, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Shanta e Sanctum,4000,3,4,2,2,2,8,9,400000,30000,2024,"Road: 82, Gulshan,Dhaka 1212",Swimming Pool,NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Caderwood,5000,4,5,4,2,2,8,10,380000,25000,2024,"Road: 79, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Shanta Spleor B3,3600,3,4,3,2,2,3,7,300000,25000,2023,"Road: 48, Gulshan,Dhaka 1212","GYM, Swimming Pool,",NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Shanta Nunita 7B,3800,3,4,5,2,2,7,15,420000,25000,2023,"Road: 54, Gulshan,Dhaka 1212","GYM, Swimming Pool,",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Suvau Lohori 6A,5100,5,6,4,2,2,6,13,500000,30000,2023,"Road: 84, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Esilmon Palace 6B,3900,4,5,4,2,2,6,13,300000,30000,2023,"Road: 52, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Shanta Nunita,3800,3,4,5,2,2,2,15,450000,40000,2023,"Road: 55, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Inn ar Baitus Salam B2,3400,4,4,3,2,2,2,14,400000,20000,2023,"Road: 53, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
RIDGE PARK 4B,3360,4,4,4,2,2,4,12,330000,25000,2023,"Road: 35, Gulshan,Dhaka 1212","GYM, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Bay Miraa,4800,4,4,4,2,2,8,12,350000,20000,2017,"Road: 93, Gulshan,Dhaka 1212",Swimming Pool,NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
NAvaNA Esilmon Palace A6,4000,4,4,4,2,2,6,13,400000,30000,2023,"Road: 49, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Shanta ar Ville 8B,4000,4,5,4,2,2,8,13,450000,30000,2023,"Road: 49, Gulshan,Dhaka 1212","GYM, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Amin Mohammad Green Beverly Park 10B,4500,4,5,5,2,2,10,6,450000,30000,2023,"Road: 68, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,30,L.P.G,YES,WEST,YES,YES,YES
Conco Kabir ToWESTr 9A,3400,3,3,3,2,2,9,11,400000,25000,2021,"Road: 100, Gulshan,Dhaka 1212",Swimming Pool,NA,Residential Apartment / Luxury Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Suvau Lohori 4A,5100,5,6,7,2,2,4,13,500000,25000,2023,"Road: 64, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,16,L.P.G,YES,NORTH,YES,YES,YES
SOUTH LEASTf B5,3700,4,4,4,2,2,5,11,375000,25000,2023,"Road: 36, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service.",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
BTI Park PaNORTHoma 10B,3528,4,5,3,2,2,10,11,350000,30000,2023,"Road: 108, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,WEST,YES,YES,YES
SABRA A6,4200,4,4,3,2,2,6,11,350000,25000,2023,"Road: 36, Gulshan,Dhaka 1212",24 Hours Security Service,NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Amain Mohammad Green Beverly Park,5000,4,5,5,2,2,10,11,570000,30000,2023,"Road: 69, Gulshan,Dhaka 1212",GYM,NA,Residential Apartment / Luxury Apartment,Un-Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Shanta e Laing 9A,3500,4,4,3,2,2,9,11,300000,20000,2015,"Road: 104, Gulshan,Dhaka 1212",GYM,NA,Furnished Apartment / Luxury Apartment,Furnished,Residential,16,L.P.G,YES,SOUTH,YES,YES,YES
Inn ar Baitus Salam 2B,3400,4,4,3,2,2,2,14,400000,12000,2023,"Road: 53, Gulshan,Dhaka 1212",24 Hours Security Service.,NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Bay Miraa 8A,4800,4,4,4,2,2,8,12,350000,20000,2017,"Road: 94, Gulshan,Dhaka 1212","Swimming Pool, 24 Hours Security Service",NA,Luxury Apartment,Semi Furnished,Residential,16,L.P.G,YES,EAST,YES,YES,YES
BTI e Address,3300,3,4,4,2,3,1,14,230000,20000,2016,"Road: 90, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Furnished Apartment / Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,NORTH,YES,YES,YES
Shanta Jalalabad A1,3500,4,4,4,2,2,1,12,260000,30000,2017,"Road: 47, Gulshan,Dhaka 1212","GYM, Swimming Pool, 24 Hours Security Service",NA,Residential Apartment / Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Tropical Homes,3860,4,4,4,2,2,6,15,370000,30000,2023,"Road: 54, Gulshan,Dhaka 1212",GYM,NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,WEST,YES,YES,YES
Shanta e Regal 11B,6100,3,3,3,2,2,11,16,725000,50000,2023,"Road: 84, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Luxury Apartment,Semi Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
NAvaNA e Platinum Residence,3200,3,3,3,1,4,2,6,260000,24000,2012,"Road: 71, Gulshan,Dhaka 1212",Swimming Pool,NA,Furnished Apartment / Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,SOUTH,YES,YES,YES
Shanta e Laing,3741,3,4,3,2,2,7,13,200000,15000,2020,"Road: 138, Gulshan,Dhaka 1212",GYM,NA,Luxury Apartment,Un-Furnished,Residential,"""24 """,L.P.G,YES,WEST,YES,YES,YES
Rangs SABRA,4200,4,4,4,2,2,6,11,350000,40000,2023,"Road: 136, Gulshan,Dhaka 1212",NA,NA,Residential Apartment / Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Dhansiri,3700,4,4,3,2,2,6,12,310000,20000,2022,"Road: 88, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Luxury Apartment,Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
Asset Pacifica E2,1800,3,3,2,1,2,2,6,120000,10000,2002,"Road: 117, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,SOUTH,YES,YES,YES
Rangs Qader HEASTven C3,2000,3,3,2,1,2,3,6,100000,9000,2007,"Road: 117, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,NORTH,YES,YES,YES
Suvau Rahman Heights 2A,4100,4,4,3,2,2,2,10,250000,15000,2018,"Road: 86, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
Advanced Park Aviliya B2,2200,3,3,3,1,1,2,6,100000,8000,2009,"Road: 85, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,SOUTH,YES,YES,YES
Memory B5,1900,3,3,1,1,1,5,6,180000,9000,2008,"Road: 49, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,SOUTH,YES,YES,YES
Rangs BarNAli C2,3500,4,5,3,2,2,2,6,210000,10000,2002,"Road: 137, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,EAST,YES,YES,YES
Rangs Mir Palace B6,1800,3,3,2,1,2,6,8,130000,10000,2015,"Road: 62, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA Daisy Florenso A5,2400,3,3,3,1,2,5,10,120000,10000,2018,"Road: 23, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,EAST,YES,YES,YES
Labaid Palace De Alam 7A,4000,3,5,4,2,1,7,9,320000,20000,2022,"Road: 99, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,EAST,YES,YES,YES
Rancon Icon ToWESTr 7B,2200,3,3,3,1,2,7,13,275000,15000,2022,"Road: 126, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Suvau Asmi NAzeel MaNORTH 3A,2200,3,3,3,1,1,3,11,150000,13000,2018,"Road: 73, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Villa York A5,1800,3,3,2,1,1,5,6,130000,7500,2002,"Road: 5, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Royale Salika,2300,3,3,2,1,2,3,11,120000,10000,2019,"Road: 64, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Bay Lakewood A4,3400,3,3,3,2,2,4,11,320000,12000,2022,"Road: 55, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Suvau ANAolok 2B,2900,3,3,3,1,2,2,14,220000,15000,2022,"Road: 118, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Conco Feroza De Palace B7,2400,3,3,3,1,2,7,11,160000,11000,2019,"Road: 136, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
BTI e Shangrila A9,3000,3,4,2,1,2,9,10,210000,12500,2017,"Road: 119, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
Bay Brook Wood,2450,3,3,3,1,2,8,11,180000,15000,2021,"Road: 138, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
NAvaNA Ascension A4,3000,4,5,4,2,2,4,8,280000,15000,2022,"Road: 67, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
NAvaNA Casa Gr A10,4200,4,4,4,2,2,10,11,300000,25000,2016,"Road: 76, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,EAST,YES,YES,YES
Suvau Firoja Villa 3A,3700,4,4,3,2,2,3,14,200000,14000,2015,"Road: 35, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,24,L.P.G,YES,SOUTH,YES,YES,YES
Sheltech Venus (udio Apartment),1500,1,2,1,1,1,5,6,120000,6000,2008,"Road: 32, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Anwar Lamark BEG Park View B7,2450,3,3,3,2,3,7,14,200000,15000,2015,"Road: 82, Gulshan,Dhaka 1212","GYM, Swimming Pool",NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
Rahmania Amicus 1A,1500,3,3,2,1,1,1,6,80000,8000,2007,"Road: 137, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,EAST,YES,YES,YES
Ojhora B2,2200,3,3,2,1,1,2,6,110000,10000,2005,"Road: 45, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,SOUTH,YES,YES,YES
Gulshan Gallery A1,2200,3,3,2,1,1,1,6,140000,15000,2007,"Road: 68, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,NORTH,YES,YES,YES
Delvia MoNAtaara 8A,3700,4,4,3,2,2,8,11,250000,15000,2015,"Road: 103, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Laila Bhaban 8A,2200,3,3,2,1,1,8,9,160000,10000,2020,"Road: 43, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
Ventura Mirabelle A2,2200,3,3,2,1,1,2,6,120000,10000,2008,"Road: 8, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,GOVT,YES,SOUTH,YES,YES,YES
AdiNA REASTl EASTte Rouzia Heights 7A,2450,3,3,3,1,2,7,9,210000,10000,2010,"Road: 117, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Suvau ANAolok 12B,2900,3,3,3,1,2,12,14,190000,12000,2022,"Road: 118, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
ANZ Resalo,2750,3,3,3,1,1,2,6,140000,13000,2012,"Road: 120, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,NORTH,YES,YES,YES
NAvaNA e Platinum Residence C2,3200,3,3,2,1,4,2,6,220000,24000,2010,"Road: 72, Gulshan,Dhaka 1212",Swimming Pool,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Suvau Firoja Villa,3700,4,4,3,2,2,3,14,200000,15000,2015,"Road: 35, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
Laila Bhaban,2200,3,3,2,1,1,8,9,160000,10000,2020,"Road: 41, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Conco Kabir ToWESTr 5A,3500,3,3,3,2,2,5,11,350000,25000,2020,"Road: 100, Gulshan,Dhaka 1212",Swimming Pool,NA,Furnished Apartment,Furnished,Residential,"""24  """,L.P.G,YES,SOUTH,YES,YES,YES
BTI e Shangrila,3000,3,4,2,1,1,9,10,210000,12500,2017,"Road: 113, Gulshan,Dhaka 1212","GYM,Swimming Pool",NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
Bay Lakewood,3400,3,3,3,2,2,4,11,320000,25000,2022,"Road: 57, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,WEST,YES,YES,YES
ANZ Park Shore,2800,4,4,3,1,2,5,11,200000,14000,2011,"Road: 39, Gulshan,Dhaka 1212",GYM,NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
Alamin Spleour Fair,2700,4,4,3,2,2,12,13,180000,15000,2012,"Road: 104, Gulshan,Dhaka 1212","GYM,Swimming Pool",NA,Furnished Apartment,Furnished,Residential,"""16 """,L.P.G,YES,SOUTH,YES,YES,YES
AZ AN,2600,4,4,4,1,1,4,13,270000,0,2022,"Road: 32, Gulshan,Dhaka 1212",NA,NA,Furnished Apartment,Furnished,Residential,"""24 """,L.P.G,YES,EAST,YES,YES,YES
R M Center,6700,Open Space,Open Space,Open Space,2,2,5,7,871000,"67,000",2000,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,WEST,YES,NA,NA
MMK Aakash Avenue 13A,3372,Open Space,Open Space,Open Space,1,2,13,18,573240,"50,580",2022,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,NORTH,YES,NA,NA
Ventura Avenue,4000,Open Space,Open Space,Open Space,2,2,3,6,660000,"72,000",2010,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,EAST,YES,NA,NA
Suvau Imam Square,7000,Open Space,Open Space,Open Space,2,1,8,9,910000,"70,000",2018,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,Furnished,Commercial,"""50 """,NA,NA,NORTH,YES,NA,NA
Taher Mension,4000,Open Space,Open Space,Open Space,NA,1,5,8,440000,"40,000",2000,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,NORTH,YES,NA,NA
Laila ToWESTr 7A,3000,Open Space,Open Space,Open Space,1,3,7,14,600000,"60,000",2012,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,NORTH,YES,NA,NA
Khaokar ToWESTr 10A,14000,Open Space,Open Space,Open Space,2,3,10,15,2240000,"210,000",2018,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,EAST,NA,NA,NA
MCC CDL 4A,8200,Open Space,Open Space,Open Space,4,3,4,8,1312000,"147,600",2010,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,WEST,YES,NA,NA
FiNAnce Square,3950,Open Space,Open Space,Open Space,2,2,16,20,987500,"98,750",2017,"Road: 102, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,30,NA,NA,SOUTH,NA,NA,NA
HosNA Centre,2084,Open Space,Open Space,Open Space,2,2,5,7,281340,"14,588",2017,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,NORTH,YES,NA,NA
Jahed Plaza,9500,Open Space,Open Space,Open Space,NA,3,9,16,950000,"95,000",2010,"Road: Gulshan 2 Circle, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,WEST,NA,NA,NA
Gulshan Center Point,14000,Open Space,Open Space,Open Space,11,6,19,26,2590000,"350,000",2021,"Road: Gulshan 2 Circle, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem,GYM,Swimming Pool""",YES,Office Space,"Un-Furnished, Open floor",Commercial,24,NA,NA,NORTH,NA,NA,NA
ar Centre,2300,Open Space,Open Space,Open Space,1,1,5,6,230000,"20,000",2000,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,WEST,YES,NA,NA
Belvia,9000,Open Space,Open Space,Open Space,4,2,6,8,1440000,"90,000",2010,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,EAST,YES,NA,NA
Cryal Palace 12A,5600,Open Space,Open Space,Open Space,2,3,12,15,840000,"84,000",2019,"Road: Gulshan Avenue, Gulshan,Dhaka 1212","""24 hours CC TV coverage,Automatic Fire alarm syem""",YES,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,SOUTH,YES,NA,NA
Amanullah Trade Centre,3700,Open Space,Open Space,Open Space,2,2,9,16,555000,"37,000",2022,"Gulshan Avenue,Dhaka 1212",NA,NA,Office Space,"Un-Furnished, Open floor",Commercial,"""50 """,NA,NA,WEST,YES,NA,NA
